finess_et;finess_ej;siret;nom;adresse;code_postal;ville;departement;statut_juridique;prix_chambre_simple_jour;cotation_has;nb_red_flags;alerte_gouvernance;contentieux_judiciaire;source_finess;source_cnsa;source_has;source_alimconfiance;url_fiche_seniorvigil
690003728;780701066;42157582000442;EHPAD LES DEUX COLOMBES;72 R BOINVILLE;78660;ABLIS;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-les-deux-colombes-78/
780027645;780826277;44454352400037;EHPAD LES EAUX VIVES;2 R LAMARTINE;78470;ST REMY LES CHEVREUSE;78;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-eaux-vives-78/
940011679;940802150;39872525900012;EHPAD LES FLEURS BLEUES;90 AV DU BOIS GUIMIER;94100;ST MAUR DES FOSSES;94;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-fleurs-bleues-94/
770009108;770815876;40164347300028;EHPAD LES FLORALIES;48 AV FRANKLIN ROOSEVELT;77260;LA FERTE SOUS JOUARRE;77;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-floralies-77/
750034589;930700208;48841184400084;EHPAD LES FLORALIES;2 R DESCARTES;93171;BAGNOLET CEDEX;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-les-floralies-93/
920034394;910019041;44991905900039;EHPAD LES GARANCIERES;1 R DES ERABLES;91630;LEUDEVILLE;91;Non renseigné;111.5;B;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-les-garancieres-91/
140002809;770003390;35338509900042;EHPAD LES GLYCINES;9 AV DE CHELLES;77420;CHAMPS SUR MARNE;77;Non renseigné;110.0;A;0;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-glycines-77/
910020510;910002427;20003446000127;EHPAD LES GROUETTES;8 R DES GROUETTES;91240;ST MICHEL SUR ORGE;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-les-grouettes-91/
950040071;950015958;53091208800024;EHPAD LES HIRONDELLES;2 R FERDINAND BUISSON;95190;GOUSSAINVILLE;95;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-les-hirondelles-95/
930028899;930023965;;EHPAD LES INTEMPORELLES;83 R DU PORT;93300;AUBERVILLIERS;93;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-intemporelles-93/
380003038;930701834;;EHPAD LES JARDINS D ASTREE;3 ALL DES BELLES VUES;93160;NOISY LE GRAND;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-d-astree-93/
930700737;930018932;42276063700039;EHPAD LES JARDINS D EPINAY;2 PL DU DOCTEUR JEAN TARRIUS;93800;EPINAY SUR SEINE;93;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-d-epinay-93/
750041618;750828824;50389182200010;EHPAD LES JARDINS D IROISE;19 R DE DOMREMY;75013;PARIS;75;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-d-iroise-75/
440052041;950801381;;EHPAD LES JARDINS D'ENNERY;2 RTE DE LIVILLIERS;95300;ENNERY;95;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-d-ennery-95/
770011328;770814895;35271635100015;EHPAD LES JARDINS D'IROISE;84 R PIERRE CURIE;77190;DAMMARIE LES LYS;77;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-d-iroise-77/
780000840;780701538;33066768400022;EHPAD LES JARDINS D'IROISE;23 AV EGLE;78600;MAISONS LAFFITTE;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-les-jardins-d-iroise-78/
920039914;750041659;45111438300131;EHPAD LES JARDINS DE BELLEVILLE;259 R DE BELLEVILLE;75019;PARIS;75;Non renseigné;119.0;;1;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-les-jardins-de-belleville-75/
770000875;770803492;33930233300028;EHPAD LES JARDINS DE BUSSY;2 CRS DU PAVILLON DE CHASSE;77600;BUSSY ST GEORGES;77;Non renseigné;;B;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-les-jardins-de-bussy-77/
770000560;770701001;26770012800015;EHPAD LES JARDINS DE CHAGOT;36 R DE L HOTEL DE VILLE;77890;BEAUMONT DU GATINAIS;77;Non renseigné;;D;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-de-chagot-77/
440056455;770300101;84050656200031;EHPAD LES JARDINS DE L'OURCQ;2 R D ORGEMONT;77100;MEAUX;77;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-de-l-ourcq-77/
770000669;770701118;26770027600012;EHPAD LES JARDINS DE LA VOULZIE;6 GR DE COUTURE;77134;LES ORMES SUR VOULZIE;77;Non renseigné;81.72;C;2;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-de-la-voulzie-77/
930002977;930002985;42471937500026;EHPAD LES JARDINS DE LONGUIOLLES;62 R DE VERDUN;93410;VAUJOURS;93;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-de-longuiolles-93/
770017515;770017523;48353741100033;EHPAD LES JARDINS DE MEDICIS;9 R DU DOCTEUR PREVOST;77610;FONTENAY TRESIGNY;77;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-de-medicis-77/
920039914;750000366;45111438300156;EHPAD LES JARDINS DE MONTMARTRE;18 R PIERRE PICARD;75018;PARIS;75;Non renseigné;114.0;A;1;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-les-jardins-de-montmartre-75/
930020896;930020904;43521541300020;EHPAD LES JARDINS DE PANTIN;2 R VAUCANSON;93500;PANTIN;93;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-de-pantin-93/
910018001;910813450;34208844000025;EHPAD LES JARDINS DE ROINVILLE;17 R DU PETIT CHATEAU;91410;ROINVILLE;91;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-les-jardins-de-roinville-91/
770023281;770813939;;EHPAD LES JARDINS DE SEDNA;2 R DU PERE MAURICE;77210;AVON;77;Non renseigné;89.0;B;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-de-sedna-77/
940006158;940805211;56201850700011;EHPAD LES JARDINS DES ACACIAS;8 ALL DES ACACIAS;94410;ST MAURICE;94;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-des-acacias-94/
770001063;770814671;33360339700022;EHPAD LES JARDINS DU LOING;12 CHE DE LA MESSE;77140;ST PIERRE LES NEMOURS;77;Non renseigné;125.0;B;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-du-loing-77/
770016442;770016459;47808071600028;EHPAD LES JARDINS MEDICIS;20 R DU COLONEL ARNAUD BELTRAME;77160;PROVINS;77;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-medicis-77/
780027793;780006508;45240555800027;EHPAD LES JARDINS MEDICIS;7 R DU BOIS TONNERRE;78410;AUBERGENVILLE;78;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-medicis-78-780006508/
780001004;780801742;34433278800027;EHPAD LES JARDINS MEDICIS;5 R DE MEULAN;78250;MEZY SUR SEINE;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-medicis-78-780801742/
950047894;950009738;50882146900030;EHPAD LES JARDINS SEMIRAMIS;65 BD DE VERDUN;95220;HERBLAY SUR SEINE;95;Non renseigné;114.0;B;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-jardins-semiramis-95/
750825846;910814078;77568030900603;EHPAD LES LARRIS COALLIA;4 R DE LA TOURNEE;91650;BREUILLET;91;Non renseigné;;;1;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-les-larris-coallia-91/
940015878;940002264;20002247300025;EHPAD LES LILAS;70 R DES CARRIERES;94400;VITRY SUR SEINE;94;Non renseigné;;;1;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-les-lilas-94/
920030152;910701416;40125156601459;EHPAD LES MARRONNIERS;10 R CHEMIN DES PLANTES;91800;BOUSSY ST ANTOINE;91;Non renseigné;99.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-les-marronniers-91/
920000866;920710696;26920006900012;EHPAD LES MARRONNIERS;36 R PAUL VAILLANT COUTURIER;92300;LEVALLOIS PERRET;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-les-marronniers-92/
750019408;750035099;49400435100024;EHPAD LES PARENTELES;49 R BLANCHE;75009;PARIS;75;Non renseigné;195.0;A;1;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-parenteles-75/
910014679;910005859;49241898300010;EHPAD LES PARENTELES;18 ALL VICTOR HUGO;91620;LA VILLE DU BOIS;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-les-parenteles-91/
770000651;770701100;26770931900011;EHPAD LES PATIOS;6 BD VOLTAIRE;77370;NANGIS;77;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-les-patios-77/
780110052;780803995;26780007600031;EHPAD LES PATIOS D ANGENNES;5 R PIERRE ET MARIE CURIE;78514;RAMBOUILLET CEDEX;78;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-patios-d-angennes-78/
750806606;770019115;77566670400785;EHPAD LES PATIOS DE L YERRES;2 ALL RENE LALIQUE;77380;COMBS LA VILLE;77;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-les-patios-de-l-yerres-77/
690003728;940800824;42157582000160;EHPAD LES PERES BLANCS;4 R DU BOIS DE CHENES;94366;BRY SUR MARNE CEDEX;94;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-les-peres-blancs-94/
250015658;780823084;42121627600269;EHPAD LES SAULES;11 R HENRI DE TOULOUSE LAUTREC;78280;GUYANCOURT;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-les-saules-78/
920030152;750057366;40125156602002;EHPAD LES TERRASSES DE MOZART;11 R DE LA SOURCE;75016;PARIS;75;Non renseigné;231.0;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-les-terrasses-de-mozart-75/
920030152;930025028;;EHPAD LES TERRASSES DES LILAS;55 AV PASTEUR;93260;LES LILAS;93;Non renseigné;110.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-les-terrasses-des-lilas-93/
750045775;750003642;49943595600010;EHPAD LES TERRASSES DU 20EME;5 R DE L INDRE;75020;PARIS;75;Non renseigné;166.5;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-les-terrasses-du-20eme-75/
920030186;780823795;81779709501036;EHPAD LES TILLEULS;4 IMP DU QUAI VOLTAIRE;78230;LE PECQ;78;Non renseigné;111.02;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-les-tilleuls-78/
910001015;910701713;96320054800013;EHPAD LES TILLEULS;6 R DES FRANCS BOURGEOIS;91450;SOISY SUR SEINE;91;Non renseigné;103.5;;0;Non;Non;Oui;Oui;Non;Non;https://seniorvigil.com/ehpad/ehpad-les-tilleuls-91/
750806606;910805449;77566670400355;EHPAD LES TISSERINS;203 R PIERRE ET MARIE CURIE;91000;EVRY COURCOURONNES;91;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-les-tisserins-91/
770022804;770017804;49779066700024;EHPAD LES TOURTERELLES;2 ALL DES TOURTERELLES;77450;ESBLY;77;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-tourterelles-77/
920023728;920022118;;EHPAD LES VALLEES;51 R DE VARSOVIE;92700;COLOMBES;92;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-vallees-92/
940110042;940805260;26940120400046;EHPAD LES VIGNES;8 R DES VIGNES;94195;VILLENEUVE ST GEORGES CEDE;94;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-les-vignes-94/
920030152;920811783;;EHPAD LES VIGNES DE SURESNES;AV FRANKLIN ROOSEVELT;92150;SURESNES;92;Non renseigné;169.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-les-vignes-de-suresnes-92/
920030186;910002187;81779709500467;EHPAD LOUIS PASTEUR;7 AV MAZARIN;91380;CHILLY MAZARIN;91;Non renseigné;80.79;C;2;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-louis-pasteur-91/
910020510;910021138;20003446000069;EHPAD LOUISE DE VILMORIN;1 ALL LOUISE DE VILMORIN;91210;DRAVEIL;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-louise-de-vilmorin-91/
910020510;910019470;20003446000036;EHPAD LOUISE MICHEL;1 R DE LA POMMERAIE;91080;EVRY COURCOURONNES;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-louise-michel-91/
930000880;930700265;26930103200018;EHPAD LUMIERES D AUTOMNE;15 R EDGAR QUINET;93400;ST OUEN SUR SEINE;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-lumieres-d-automne-93/
780016762;780000220;34015581100011;EHPAD MA MAISON;9 AV DU MARECHAL F D ESPEREY;78000;VERSAILLES;78;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-ma-maison-78/
750039612;750831224;34021249700010;EHPAD MA MAISON BRETEUIL;62 AV DE BRETEUIL;75007;PARIS;75;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-ma-maison-breteuil-75/
750039653;750800500;34020671300018;EHPAD MA MAISON PICPUS;71 R DE PICPUS;75012;PARIS;75;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-ma-maison-picpus-75/
750057291;780701595;80826970800265;EHPAD MADELEINE DELBREL;4 R NIEUPORT;78140;VELIZY VILLACOUBLAY;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-madeleine-delbrel-78/
910016898;910805837;47897230000022;EHPAD MAISON DE FAMILLE LES ETANGS;13 R DU PETIT MENNECY;91540;MENNECY;91;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-maison-de-famille-les-etangs-91/
920001351;920710621;26920095200019;EHPAD MAISON DE RETRAITE AULAGNIER;30 R AUGUSTE BAILLY;92600;ASNIERES SUR SEINE;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-maison-de-retraite-aulagnier-92/
750710428;750800534;77568109100101;EHPAD MAISON DE RETRAITE ET GERIATRIE;80 R DE PICPUS;75012;PARIS;75;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-maison-de-retraite-et-geriatrie-75/
750056368;940801293;78566823700049;EHPAD MAISON DE RETRAITE JEAN XXIII;6 R ALBERT SCHWEITZER;94240;L HAY LES ROSES;94;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-maison-de-retraite-jean-xxiii-94/
920001245;920710357;78541463200014;EHPAD MAISON DE RETRAITE PROTESTANTE;5 R WALDECK ROCHET;92000;NANTERRE;92;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-maison-de-retraite-protestante-92/
940001712;940807795;26940100600011;EHPAD MAISON DE RETRAITE PUB.AUTONOME;2 R DE WISSOUS;94260;FRESNES;94;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-maison-de-retraite-pub-autonome-94/
920000528;920006772;26920005100028;EHPAD MAISON DE RETRAITE SOYER;3 R SOYER;92200;NEUILLY SUR SEINE;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-maison-de-retraite-soyer-92/
750056368;940802648;78566823700023;EHPAD MAISON DE RETRAITE ST JOSEPH;2 R DE LA CITADELLE;94230;CACHAN;94;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-maison-de-retraite-st-joseph-94/
590035762;770803575;40072026400227;EHPAD MAISON DES AUGUSTINES;15 R DE L ABREUVOIR;77100;MEAUX;77;Non renseigné;79.04;A;0;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-maison-des-augustines-77/
950808501;950808519;38301912200019;EHPAD MAISON DU PARC;21 R DES FRERES CAPUCINS;95310;ST OUEN L AUMONE;95;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-maison-du-parc-95/
770001337;770001345;35002545800026;EHPAD MAISON FAMILIALE BACCARA;6 RTE DE MIRVAUX;77970;PECY;77;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-maison-familiale-baccara-77/
750824674;940806045;30943285400029;EHPAD MAISON NATIONALE DES ARTISTES;14 R CHARLES VII;94130;NOGENT SUR MARNE;94;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-maison-nationale-des-artistes-94/
750056368;940803687;78566823700031;EHPAD MAISON RETRAITE LE SACRE COEUR;2 R CHARLES FREROT;94250;GENTILLY;94;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-maison-retraite-le-sacre-coeur-94/
750720609;920710712;77567216500203;EHPAD MAISON RETRAITE LEOPOLD BELLAN;17 AV CHARLES DE GAULLE;92270;BOIS COLOMBES;92;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-maison-retraite-leopold-bellan-92/
130029549;910460104;48477648900029;EHPAD MAISON ST CHARLES;138 R D ESTIENNE D ORVES;91370;VERRIERES LE BUISSON;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-maison-st-charles-91/
750056368;910040062;78566823700171;EHPAD MAISON STE HELENE;53 R STE GENEVIEVE;91860;EPINAY SOUS SENART;91;Non renseigné;93.47;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-maison-ste-helene-91/
750056335;780824256;34117411800107;EHPAD MANDOLINE;7 SQ CLAUDE DEBUSSY;78400;CHATOU;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-mandoline-78/
940001704;940807530;26940135200019;EHPAD MAPA JOSEPH FRANCESCHI;67 R LOUIS BLANC;94140;ALFORTVILLE;94;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-mapa-joseph-franceschi-94/
910014919;910810639;49356752300037;EHPAD MARCEL PAUL;8 R ROGER CLAVIER;91700;FLEURY MEROGIS;91;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-marcel-paul-91/
750803017;750803009;78457231500025;EHPAD MARIE THERESE;277 BD RASPAIL;75014;PARIS;75;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-marie-therese-75/
770000545;770700979;26770030000010;EHPAD MATHURIN FOUQUET;1 R DU PETIT PONT;77920;SAMOIS SUR SEINE;77;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-mathurin-fouquet-77/
910000975;910701622;30939744600019;EHPAD MELAVIE;83 AV DE LA REPUBLIQUE;91230;MONTGERON;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-melavie-91/
920000106;920803855;58210512800034;EHPAD MOLIERE;26 BD CARNOT;92340;BOURG LA REINE;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-moliere-92/
920710654;920809811;26920136400024;EHPAD MR DE LA FONDATION ROGUET;58 R GEORGES BOISSEAU;92110;CLICHY;92;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-mr-de-la-fondation-roguet-92/
940001068;940021439;26940101400023;EHPAD MRI RESIDENCE DELA DAME BLANCHE;45 AV DE LA DAME BLANCHE;94120;FONTENAY SOUS BOIS;94;Non renseigné;;A;0;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-mri-residence-dela-dame-blanche-94/
920030186;920808508;81779709500798;EHPAD NADAR DE LA PAGERIE;27 R NADAR;92500;RUEIL MALMAISON;92;Non renseigné;105.66;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-nadar-de-la-pagerie-92/
910808864;910702224;31456998900010;EHPAD NOTRE DAME DE L ESPERANCE;1 BD DU MARECHAL JOFFRE;91490;MILLY LA FORET;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-notre-dame-de-l-esperance-91/
690003728;780701637;42157582000434;EHPAD NOTRE DAME LE PECQ;53 R DE PARIS;78230;LE PECQ;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-notre-dame-le-pecq-78/
920030152;920029105;40125156601889;EHPAD ORPEA LA GARENNE;31 R DE L AIGLE;92250;LA GARENNE COLOMBES;92;Non renseigné;147.6;A;0;Non;Non;Oui;Oui;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-orpea-la-garenne-92/
750056335;780022877;34117411801642;EHPAD PARC DES DAMES;4 R HENRI DUNANT;78100;ST GERMAIN EN LAYE;78;Non renseigné;140.0;;0;Non;Non;Oui;Oui;Non;Oui;https://seniorvigil.com/ehpad/ehpad-parc-des-dames-78/
950044248;950044255;20008479600016;EHPAD PAYS DE FRANCE CARNELLE;3 R KLEINPETER;95270;VIARMES;95;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-pays-de-france-carnelle-95/
750062036;910017250;20008210500897;EHPAD PERRAY VAUCLUSE;;91360;EPINAY SUR ORGE;91;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-perray-vaucluse-91/
930017850;930703301;34015387300013;EHPAD PETITES SOEURS DES PAUVRES;23 R GASTON PHILIPPE;93200;ST DENIS;93;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-petites-soeurs-des-pauvres-93/
750057291;780700670;80826970800190;EHPAD PIERRE BIENVENU NOAILLES;184 AV MORANE SAULNIER;78530;BUC;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-pierre-bienvenu-noailles-78/
930815147;950806752;77569474800044;EHPAD PIERRE CAMPAGNAC;1 R ARISTIDE BRIAND;95580;ANDILLY;95;Non renseigné;;B;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-pierre-campagnac-95/
770014637;770130060;26770015100017;EHPAD PIERRE COMBY;1 R DE L HOSPICE;77540;ROZAY EN BRIE;77;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Non;https://seniorvigil.com/ehpad/ehpad-pierre-comby-77/
940001704;940020779;26940135200050;EHPAD POLE RAYMONDE OLIVIER VALIBOUSE;PL DU 11 NOVEMBRE;94140;ALFORTVILLE;94;Non renseigné;;A;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-pole-raymonde-olivier-valibouse-94/
780020715;750800526;52150496900259;EHPAD PROTESTANTE DE LA MUETTE;43 R DU SERGENT BAUCHAT;75012;PARIS;75;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-protestante-de-la-muette-75/
910020510;910019462;20003446000028;EHPAD PUBLIC  GENEVIEVE LAROQUE;174 VOI DU CHEMINET;91420;MORANGIS;91;Non renseigné;;C;2;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-public-genevieve-laroque-91/
910020510;910019413;20003446000051;EHPAD PUBLIC SIMONE VEIL;2 AV DE CHAMPAGNE;91940;LES ULIS;91;Non renseigné;;;0;Non;Non;Oui;Non;Non;Oui;https://seniorvigil.com/ehpad/ehpad-public-simone-veil-91/
920030152;950783423;40125156602259;EHPAD QUAI DES BRUMES;44 R DU MARECHAL FOCH;95620;PARMAIN;95;Non renseigné;;B;1;Non;Non;Oui;Non;Oui;Oui;https://seniorvigil.com/ehpad/ehpad-quai-des-brumes-95/
250018371;780826244;40295579300029;EHPAD QUIETA;9 ALL DU QUEYRAS;78180;MONTIGNY LE BRETONNEUX;78;Non renseigné;;;0;Non;Non;Oui;Non;Non;Non;https://seniorvigil.com/ehpad/ehpad-quieta-78/
750065401;770814952;45343243700011;EHPAD QUIETUDE;420 R DES ORMES;77590;CHARTRETTES;77;Non renseigné;109.0;C;2;Non;Non;Oui;Oui;Oui;Non;https://seniorvigil.com/ehpad/ehpad-quietude-77/
780020095;780824942;39328349400028;EHPAD RELAIS TENDRESSE GAZERAN;9 R DU HAUT DE GAZERAN;78125;GAZERAN;78;Non renseigné;106.0;;0;Non;Non;Oui;Oui;Non;Non;https://seniorvigil.com/ehpad/ehpad-relais-tendresse-gazeran-78/
920018918;910460088;50740170100028;EHPAD RENE LEGROS;26 AV DES ACACIAS;91410;DOURDAN;91;Non renseigné;98.0;;0;Non;Non;Oui;Oui;Non;Non;https://seniorvigil.com/ehpad/ehpad-rene-legros-91/
